acorn_out1.png,"stem, cap, smooth, woody, poisonous, rough, pointy, natural, intact, scaly|acorn, squirrels, hard, pithy, green, brown, fairy hat, oak, tree"
greyhound_out1.png,"greyhound, slender build, domesticated dog, mottled coat, long muzzle, curved tail|greyhound racing, bus company, greyhound rescue groups, Best in Show movie"
greyhound_out1.png,"ears, tail, eyes, snout, nose, ribs, feet, sleek, animal, can run fast|racing, greyhounds, England, fox hunts, rich people, castles, queen of England"
greyhound_out1.png,"thin body, small head, long and skinny tail, long legs|grey hound, i believe, they are good racers but i feel so bad for them"
greyhound_out1.png,"tall dog, really skinny, light color, short tail, 4 legs|really skinny dog, really tall, might be a greyhound, small face"
greyhound_out1.png,"dog, grey hound, black and white, spots, tail, eyes, mouth|dog breed, speed, fast, pet, man's best friend, walk the dog"
greyhound_out1.png,"erect gait, curved tail, eyes, long snout, mouth, folded ears|domesticated animals, man's best friend, fast animals, greyhound bus, barking"
greyhound_out1.png,"feet, legs, tail, ears, skin, hair, mammal, dog, animal, living creature|I wonder what this animal thinks about and what it likes"
greyhound_out1.png,"sleek running dog, greyhound, large breed, four legs, short coat|betting on dogs, running, dogtrack, rehoming retired greyhounds, fast, family pet"
greyhound_out1.png,"Long thin body, light colored soft skin, narrow face, pointed nose|Greyhound dog, fast racing animal, purebred beautiful creature, four small feet"
hammerheadshark_out1.png,"hammerhead shark, grey skin, long tail, dorsal fin, huge, scary|hammerheads are the creepiest, i don't understand how they can bite you so much"
hammerheadshark_out1.png,"hammerhead shark, deadly, lots of fins, attracted to blood, eats other fish, predator, carnivore|This looks like a hammerhead shark swimming in water with the background removed.  It almost looks like a display."
hammerheadshark_out1.png,"Marine animal, gives live birth, mammal, dangerous, has a flat snout|A dangerous ocean predator, eats meat, aggressive animal, found in the ocean"
hammerheadshark_out1.png,"shark, aquatic being, animal, fin, skin, fat, muscle, swimmer, powerful|I wonder what goes through the mind of this creature daily"
hammerheadshark_out1.png,"several fins, dark grayish body, light grayish underbody, rectangular head, a mouth|hammerhead, hammer, freaky, unusual, too many fins, scary-looking, does it have eyes?"
hammerheadshark_out1.png,"grey, long, curved, tail, fins, hammer, weird-shaped head, sleek, pointy



|dangerous, predator, hunter, killer, fear, worry, want to avoid, striking"
hammerheadshark_out1.png,"hammerhead shark, mouth with sharp teeth, several fins, oddly shaped head|Hanna Barbara cartoons, shark tank at the aquarium, fishes in the ocean"
hammerheadshark_out1.png,"shark, black and white, fins, dorsal fin, grey, hammer head|scary, dangerous, teeth, fast, vicious, predator, swimming, jaws, blood, death"
hammerheadshark_out1.png,"shark, fins, fish, swimming, predator, aquarium, teeth, jaws, tail, gills|I think of a terrorizing shark living in the ocean."
hammerheadshark_out1.png,"hammerhead shark, white underneath, gray on the top, sharp teeth|lives in the ocean, dangerous, sea life, deadly, dominant shark"
hammerheadshark_out1.png,"predator, water dweller, fins, tail, smooth skin, swift, eyes far apart, wide vision area|shark, hunter, dangerous, sea dweller, fast swimmer, predator, hammerhead, agile, active"
hammerheadshark_out1.png,"odd shaped head, five fins, probably naturally grey in nature, gills, mouth|weird, awkward, shark, movie quote (Fish are friends not food), where are the eyes"
hammerheadshark_out1.png,"Long sleek gray body, tall dorsal fin, rubbery textured skin, wide rectangular nose|Hammerhead shark, dangerous, scary, ocean predator, fast swimming fish, hungry"
hen_out1.png,"soft feathers, two feet, claws, beak, animal, beady eyes, lays eggs|supplies food in the form of meat and eggs, looks sad"
hen_out1.png,"feather, beak, rooster, chicken, tail, legs, eyes, farm, animal, fowl|chicken, meal, meat, eggs, beak, feathers, legs, farm, coop, animal"
hen_out1.png,"beak, talons, lots of feathers, various coloring, body posture indicates little movement|scratching, pecking, corn, roosters, chicken coops, eggs to eat, baby chickens, snakes"
hen_out1.png,"skinny legs, talons, fluffy feathers, thick neck, small head and beak|rooster or chicken?, dinner, corn flakes, plucked, looks soft, chicken wings"
hen_out1.png,"Very furry, A small beak, Large wings, Very skinny legs|Birds making noise in the morning, A bird flapping its wings"
hen_out1.png,"chicken, feathers, thin legs, fluffy, fat body, beak, tail, claws|it's an interesting chicken, i can't remember what the dangly thing on his neck is called"
hen_out1.png,"feathers, wings, beak, eyes, feet, tail, legs, muscles, bones, organs|dinner, noise, eggs, stink, feed, corn, hay, coop, nests, scratching"
hen_out1.png,"feet, claws, feathers, animal, living creature, face, body, eyes, beak, bird|I wonder what thoughts go through the mind of this being"
hen_out1.png,"two legs, beak, eyes, feathers, claws, fluffy, soft, skinny legs|farm animal, animal used for food, lays eggs, has lots of feathers"
hen_out1.png,"chicken, hen, eggs, bird, female, feathers, claws, beak, wattle, poultry|farming, meat, eggs, farmers, free range, coops, grassy plains, barns"
hen_out1.png,"Compact feathery body, rough short legs, clawed feet, tiny head|Chicken, farm, hen, eggs, grain, feed, coop, fox, roosters, animal"
hen_out1.png,"Chicken with soft looking feathers, long legs with claws on the tips of the toes, folded wings, sharp beak|This chicken looks to be simply standing there without a current care in the world, The large amount of feathers on the chicken show that it very well could be either wild or a free range chicken that is allowed to forage"
hen_out1.png,"feathers, beak, wings, tail, claws, fluffy, legs, beady eyes, quick|pecking for food, poor flight, tree roosting, clucking, egg layer,quick, jerky movement"
hippopotamus_out1.png,"huge,water dweller, air breather, destructive, blubber, plant eater, short legs, violent, good swimmer, territorial |danger to humans, good parent, eats plants, Africa, eats a lot, hard to see when immersed, turn over boats, kills people , not a good pet, wild animal"
hippopotamus_out1.png,"fat, legs, eyes, ears, tail, snout, big animal, large head and body|Africa, rivers, dangerous, hides underwater, cute, fun, funny, eats grass, sudden impact"
hippopotamus_out1.png,"large body, short legs, big head, long snout, small eyes, short furry tail|sad, dry, leathery, rare, water, lettuce, heavy, strong legs, big mouth"
hippopotamus_out1.png,"animal, legs, head, nose, eyes, mammal, heavy, large, skin, stomach, fact|I wonder what goes through the mind of this creature all day"
hippopotamus_out1.png,"brownish color, two small ears, four short legs, nose, mouth|lives in water, kills alot of people, looks like a cow"
hippopotamus_out1.png,"gray, hairless, ears, nose, eyes, arm, legs, tail, belly, big|hippo, jungle, nature, animals, big belly, huge nose, short legs,"
hippopotamus_out1.png,"It is a gray hippo with somewhat short legs and feet.|When I look at this image, I think of other types of wildlife."
hippopotamus_out1.png,"major fat deposit, large snout, eyes, small ears, erect gait|water area dwelling large mammals, fat animals, dangerous large animals"
hippopotamus_out1.png,"grey skin, huge body, short legs, hippo, big head, large snout|hippos are interesting, how do they swim, they're just so big and clumsy"
hippopotamus_out1.png,"skin, feet, legs, ears, eyes, nose, mouth, teeth, tail, head|big, powerful, swims, cute, rivers, kills crocodiles, dangerous, big teeth"
hippopotamus_out1.png,"hippo, grey skin, tough hide, eyes, ears, snout, legs, flat feet|dangerous but cute, funny looking, bitten in half, Africa, eats grass"
hippopotamus_out1.png,"Giant thick hide body, smooth gray skin, wide head, tiny ears, fat snout|Hippopotamus, heavy, snorting, swimming, square teeth, Africa, mammal, herbivore, leaves"
hippopotamus_out1.png,"hippopotamus, large herbivore, water animal, pig-like, fat, tiny ears, leathery skin|hippo in tutu, Disney's Fantasia, safari, birds on hippos, most dangerous African animal"
honeybee_out1.png,"animal, insect, wings, thorax, body, head, antenna, living creature, bee|I wonder what goes through the mind of this being on a daily basis"
honeybee_out1.png,"two Wings, two antenna, two eyes, body, furry head, legs|It flies, It stings, pollinates flowers, an insect, makes honey."
honeybee_out1.png,"bee, honey, pollinating flowers and vegetables, stripes, wings, flying, queen|I watch my favorite bee come into my yard and pollinate my vegetables"
honeybee_out1.png,"antenna, eyes, legs, wings, striped, fuzzy, flying, body, stinger, honey-making|scary, buzzy, hives, queen, honey to eat, flowers, spring, fresh air"
honeybee_out1.png,"bee, black and yellow stripes on butt, feelers on face, 2 wings|close up of bee, kind of scary, wings are see-through"
honeybee_out1.png,"head, eyes, antenna, jaws, thorax, legs, abdomen, stinger, forewings, hindwings|sting, honey, flowers, pollen, summer, ouch, buzzing, pain, annoying, agriculture"
honeybee_out1.png,"bee, insect, buzzing, bug, annoying, hurtful, stinger, pain, stung, honey|being stung as a young kid, eating fresh made honey"
honeybee_out1.png,"a small honey bee with two wings and large black eyes|flowers that are blooming in the spring, the time I stepped barefoot on a bee"
honeybee_out1.png,"bee, wings, fly, buzz, honey, yellow, black, feelers, eyes, head, body|honey, create, flowers, pollen, sting, buzz, fly, food, annoy, flap"
honeybee_out1.png,"Small fuzzy yellow body, black stripes, transparent veined wings, giant black eyes|Honeybee, swarm, sting, hive, queen, nature, drone, worker, honeycomb, sweet"
honeybee_out1.png,"wings, antenae, fee, stripes, eyes, fur, abdomen, thorax, stinger, body|afraid it would sting me, would pollinate plants or make honey"
honeybee_out1.png,"bee, buzzes, wings, antennae, stinger, legs, multiple eyes, flies, stripes|honey, hive, allergy, shock, swelling, beekeeper, mesh hat, smoke, disappearing"
honeybee_out1.png,"bumble bee, wings black and white stripes, thorax, antenna, abdomen|honey, bee hive, stinging, yellow, honey combs, honey nut cheerios"
horse_out1.png,"foot, legs, hooves, body, hair, tail, animal, ears, nose, eyes|I wonder what this animal ponders and what it enjoys"
horse_out1.png,"hooves, eyes, hair, ears, horse muzzle, knees, walking horse, eyes|looks like it is coming towards me, nice horse, healthy"
horse_out1.png,"black, long hair, good hair, strong legs, big, horse shoes, hoofs |big black horse may be in the big kentucky derby"
horse_out1.png,"Horse, black, ears back, annoyed, swinging tail, hooves, trotting, nostrils, nose|riding, cowboys, open range, working hard, lonely nights, wolves, protecting cows, spooked"
horse_out1.png,"horse, walking toward camera, dark skin, four legs, long tail|dark horse, average size, not wild, since harness on face"
horse_out1.png,"bridle, ears, eyes, mouth, tail, legs, hooves, hair, head, lead|graceful, power, animal, strength, moving, cowboy, riding, show, equine, saddle."
horse_out1.png,"brown, horse, long mane, tail, hooves, lead around the mouth|beautiful horse, i love going horseback riding, i think it's so fun"
horse_out1.png,"horse, black and white, walking, galloping, running, animal, tail, ears|I think of a horse casually trotting back to its stable."
horse_out1.png,"Tall long brown body, velvety pointed ears, coarse flowing tail|Horse, gallop, ride, race, hooves, herd, stallion, majestic, trot, parade"
horse_out1.png,"long legs, hooves, mane, long tail, hair, big eyes, mouth|horse back riding, shoeing, brushing, petting, feeding a carrot, galloping"
horse_out1.png,"legs, nose, ears, tail, mane, hoofs, bridle, muscles, torso, eyes|riding, galloping, old method of traveling, sleek, fast, romantic, racing"
horse_out1.png,"horse, animal, mane, ears, nose, long tail, harness, smooth, muscular|riding, wind blowing, freedom, trotting, jumping a hurdle, large fields, horse racing"
horse_out1.png,"Horse, mane, flowing tail, hooves, pointy ears, bridle, dark solid coat|western movies, glue factory, rodeo, cowboy, barrel racing, Triple Crown"
jackrabbit_out1.png,"furry, big ears, long legs, big eyes, nose, cotton tail|wiggling tail, wiggling nose, eating lettuce, hopping, staring at me"
jackrabbit_out1.png,a furry rabbit with long ears laying on the ground|the wild rabbits that run all around the fields by my house
jackrabbit_out1.png,"small, soft, furry, gentile but perceptive but very fast and smart|my old pet that I received during Easter one year that was very sweet"
